job_id,value
d3ra4ebnquss73e7f39g,0.6532
d3oekerld2is73fes3l0,0.3209
d3oeld5q5lhs73baks70,0.4281
d3oembrld2is73fes5j0,0.4315
d3oenc5q5lhs73bakuag,0.3528
d3oeoirgrqts7383d0qg,0.4342
d3oeq2bnquss73e4g1a0,0.4336
d3oer9jgrqts7383d3g0,0.3796
d3oess5q5lhs73bal400,0.389
d3oeu73ld2is73fesdj0,0.3948
d3oevhjnquss73e4g6t0,0.3943
